chapter,verse,text,meaning
12,5,"12.5 Greater is their trouble whose minds are set on the unmanifested; for the goal; the unmanifested, is very hard for the embodied to reach.",It's more challenging for people to focus on an invisible goal because as living beings we are physically present.
12,6,"12.6 But to those who worship Me, renouncing all actions in Me, regarding Me as the supreme gaol, meditating on Me with single-minded Yoga.",Those who worship him and focus on him alone will have him as their ultimate goal.
12,7,"12.7 To those whose minds are set on Me, O Arjuna, verily I become ere long the saviour out of the ocean of Samsara.",He will save those who think of him from the cycle of birth and death.
12,8,"12.8 Fix thy mind in Me only, thy intellect in Me, (then) thou shalt no doubt live in Me alone hereafter.",To live in him is to have a mind and intellect solely focused on him.
12,9,"12.9 If thou art unable to fix thy mind steadily on Me, then by the Yoga of constant practice do thou seek to reach Me, O Arjuna.","For those who can't focus solely on him, steady practice is the next best thing."
12,10,"12.10 If thou art unable to practise even this Abhyasa Yoga, be thou intent on doing actions for My sake; even by doing actions for My sake, thou shalt attain perfection.",Even mundane tasks done for his sake can lead to spiritual perfection.
12,11,"12.11 If thou art unable to do even this, then, resorting to union with Me, renounce the fruits of all actions with the self controlled.","If you can't control your actions, then focus on a spiritual connection with me to be liberated."
12,12,12.12 Better indeed is knowledge than practice; than knowledge meditation is better; than meditation the renunciation of the fruits of actions: peace immediately follows renunciation.,"Meditation is better than knowledge, and detachment is better than both."
12,13,"12.13 He who hates no creature, who is friendly and compassionate to all, who is free from attachment and egoism, balanced in pleasure and pain, and forgiving.","A kind, balanced, and selfless person is truly a devotee."
12,14,"12.14 Ever content, steady in meditation, self-controlled, possessed of firm conviction, with the mind and intellect dedicated to Me, he, My devtoee, is dear to Me.","A self-controlled, devout, and meditative person who trusts in God is dear to me."
12,15,"12.15 He by whom the world is not agitated and who cannot be agitated by the world, and who is freed from joy, anger, fear and anxiety  he is dear to Me.",A person who is emotionally unshaken and free from worldly anxieties is dear to me.
12,16,"12.16 He who is free from wants, pure, expert, unconcerned, and free from pain, renouncing all undertakings or commencements  he who is (thus) devoted to Me, is dear to Me.",A person free from desires and full of devotion is dear to me.
12,17,"12.17 He who neither rejoices, nor hates, nor grieves, nor desires, renouncing good and evil, and who is full of devotion, is dear to Me.",A person who remains neutral and is full of devotion is dear to me.
12,18,"12.18 He who is the same to foe and friend, and also in honour and dishonour, who is the same in cold and heat and in pleasure and pain, who is free from attachment.",A person who remains unaffected by good or bad situations is dear to me.
12,19,"12.19 He to whom censure and praise are eal, who is silent, content with anything, homeless, of a steady mind, and full of devotion  that man is dear to Me.",A person who remains calm and content in all situations is dear to me.
12,20,"12.20 They verily who follow this immortal Dharma (law or doctrine) as described above, endowed with faith, regarding Me as their supreme goal, they, the devotees, are exceedingly dear to Me.",Followers of me with devotion are very dear to me.
13,1,"13.1 Arjuna said  I wish to learn about Nature (matter) and the Spirit (soul), the field and the knower of the field, knowledge and that which ought to be known, O Kesava.",Arjuna asks Krishna to teach him about the material world and the soul.
13,2,"13.2 The Blessed Lord said  This body, O Arjuna, is called the field; he who knows it is called the knower of the field, by those who know of them.",Krishna explains that the material world is the field and he who knows it is the knower of the field.
13,3,"13.3 Do thou also know Me as the knower of the field in all fields, O Arjuna. Knowledge of both the field and the knower of the field is considered by Me to be the knowledge.",Krishna claims to be the all-knowing being within and beyond the material world.
13,4,"13.4 What the field is and of what nature, what are its modifications and whence it is and also who He is and what His powers are  hear all that from Me in brief.",Arjuna wants to know the characteristics and nature of the material world.
13,5,"13.5 Sages have sung in many ways, in various distinctive chants and also in the suggestive words indicative of the Absolute, full of reasoning and decisive.",The ancient sages and wise men have sung hymns and explained the universe in various ways.
13,6,"13.6 The great elements, egoism, intellect, and also the Unmanifested Nature, the ten senses and one (mind), and the five objects of the senses.",The universe is made up of various elements and the mind.
13,7,"13.7 Desire, hatred, pleasure, pain, the aggregate (the body), intelligence, fortitude  the field has thus been briefly described with its modifications.","The field of life is influenced by desires, ego, and emotions."
13,8,"13.8 Humility, unpretentiousness, non-injury, forgiveness, uprightness, service of the teacher, purity, steadfastness, self-control.","A wise person is humble, non-violent, forgiving, and truthful."
13,9,"13.9 Indifference to the objects of the senses and also absence of egoism; perception of (or reflection on) the evil in birth, death, old age, sickness and pain.",A wise person remains detached to worldly desires and accepts all with equanimity.
13,10,"13.10 Non-attachment, non-identification of the Self with son, wife, home and the rest, and constant even-mindedness on the attainment of the desirable and the undesirable.",A wise person remains non-attached to relationships and emotions.
13,11,"13.11 Unswerving devotion unto Me by the Yoga of non-separation, resort to solitary places, distaste for the society of men.","Follow Me with unwavering devotion by being one with Me, and avoid mixing with society."
13,12,"13.12 Constancy in Self-knowledge, perception of the end of true knowledge  this is declared to be knowledge, and what is opposed to it is ignorance.","Consistently knowing yourself is true knowledge, while anything else is ignorance."
13,13,"13.13 I will declare that which has to be known, knowing which one attains to immortality, the beginningless supreme Brahman, called neither being nor non-being.","I'll reveal the ultimate truth, knowing which leads to immortality and the supreme consciousness."
13,14,"13.14 With hands and feet everywhere, with eyes, heads and mouths everywhere, with ears everywhere, He exists in the worlds enveloping all.","The supreme being is present everywhere, through all the senses, yet distinct from them."
13,15,"13.15 Shining by the functions of all the senses, yet without the senses; unattached, yet supporting all; devoid of alities, yet their experiencer.","The supreme being shines through all experiences, yet remains unaffected and detached."
13,16,"13.16 Without and within (all) beings the unmoving and also the moving; because of Its subtlety, unknowable; and near and far away is That.","That reality exists in and out of all beings, is subtle, unknowable and both close and far."
13,17,"13.17 And undivided, yet It exists as if divided in beings; It is to be known as the supporter of being; It devours and It generates.","That reality exists within all beings and supports them, consuming and regenerating life."
13,18,"13.18 That, the Light of all lights, is said to be beyond darkness: knowledge, the knowable and the goal of knowledge, seated in the hearts of all.","That reality is the ultimate knowledge and goal, a shining light found within every heart."
13,19,"13.19 Thus the field, as well as knowledge and the knowable have been briefly stated. My devotee, knowing this, enters into My Being.","Knowing this reality, one can unite with the supreme being."
13,20,13.20 Know thou that Nature (matter) and the Spirit are both beginningless; and know also that all modifications and alities are born of Nature.,The universe and consciousness are both eternal and all changes are the result of the universe.
13,21,"13.21 In the production of the effect and the cause, Nature (matter) is said to be the cause; in the experience of pleasure and pain, the soul is said to be the cause.",
13,22,13.22 The soul seated in Nature experiences the alities born of Nature; attachment to the alities is the cause of its birth in good and evil wombs.,
13,23,"13.23 The Supreme Soul in this body is also called the spectator, the permitter, the supporter, the enjoyer, the great Lord and the Supreme Self.",
13,24,"13.24 He who thus knows the Spirit and Matter together with the alities, in whatever condition he may be, he is not born again.",
13,25,"13.25 Some by meditation behold the Self in the self by the self, others by the Yoga of knowledge, and still others by the Yoga of action.",
13,26,"13.26 Others also, not knowing thus, worship, having heard of It from others; they, too, cross beyond death, regarding what they have heard as the Supreme refuge.",Others also find enlightenment and move beyond death by seeking the ultimate truth.
13,27,"13.27 Wherever a being is born, whether unmoving or moving, know thou, O best of the Bharatas (Arjuna), that it is from the union between the field and its knower.","Every living being, whether stationary or mobile, is a product of the interaction between the Self and its environment."
13,28,"13.28 He sees, who sees the Supreme Lord, existing eally in all beings, the unperishing within the perishing.",One who sees the ultimate reality in all beings will be unharmed by the cycle of life and death.
13,29,13.29 Because he who sees the same Lord eally dwelling everywhere does not destroy the Self by the self; he goes to the highest goal.,"Recognising the divine presence in all, one can transcend the cycle of birth and death and achieve a higher goal."
13,30,"13.30 He sees, who sees that all actions are performed by Nature alone and that the Self is actionless.","One who understands that all actions are driven by nature, while the Self remains uninvolved, attains enlightenment."
13,31,"13.31 When a man sees the whole variety of beings as resting in the One, and spreading forth from That alone, he then becomes Brahman.","Seeing everything as connected and part of one whole, you become one with the universe."
13,32,"13.32 Being without beginning and being devoid of (any) alities, the Supreme Self, imperishable, though dwelling in the body, O Arjuna, neither acts nor is tainted.","The eternal, selfless soul resides within you, untouched by worldly actions."
13,33,"13.33 As the all-pervading ether is not tainted, because of its subtlety, so the Self seated everywhere in the body is not tainted.","The soul, present everywhere, remains untainted like the subtle space around us."
13,34,"13.34 Just as the one sun illumines the whole world, so also the Lord of the field (Supreme Self) 
illumines the whole field, O Arjuna.","As the sun lights up the entire world, the Supreme Self illuminates everything."
13,35,"13.35 They who, by the eye of knowledge, perceive the distinction between the field and its knower and also the liberation from the Nature of being, go to the Supreme.",You can achieve liberation by understanding the difference between your soul and the world.
14,1,"14.1 The Blessed Lord said  I will again declare (to thee) that supreme knowledge, the best of all knowledge, having known which all the sages have gone to the supreme perfection after this life.",I will teach you the ultimate truth.
14,2,"14.2 They who, having taken refuge in this knowledge, have attained to unity with Me, are neither born at the time of creation nor are they disturbed at the time of dissolution.","Those who follow this knowledge are not reborn after death, nor do they suffer in the end of the world."
14,3,"14.3 My womb is the great Brahma; in that I place the germ; thence, O Arjuna, is the birth of all beings.","I am the source from which Brahma is born, and from them come all living beings."
14,4,"14.4 Whatever forms are produced, O Arjuna, in any womb whatsoever, the great Brahma is their womb and I am the seed-giving father.","All life comes from me through Brahma, the womb of creation."
14,5,"14.5 Purity, passion and inertia  these alities, O Arjuna, born of Nature, bind fast in the body, the embodied, the indestructible.","The nature of a person is shaped by their three tendencies: desire, ignorance, and purity."
14,6,"14.6 Of these, Sattva, which from its stainlessness is luminous and healthy, binds by attachment to happiness and by attachment to knowledge, O sinless one.","Sattva is associated with happiness, knowledge, and attachment to goodness."
14,7,"14.7 Know thou Rajas to be of the nature of passion, the source of thirst (for sensual enjoyment) and attachment; it binds fast, O Arjuna, the embodied one by attachment to action.","Rajas is characterized by passion, sensual desire, and attachment to action."
14,8,"14.8 But know thou Tamas to be born of ignorance, deluding all embodied beings; it binds fast, O Arjuna, by heedlessness, indolence and sleep.","Tamas is born from ignorance and binds individuals through heedlessness, laziness, and sleep."
14,9,"14.9 Sattva attaches to happiness, Rajas to action, O Arjuna, while Tamas verily shrouding knowledge attaches to heedlessness.","Sattva is tied to happiness, Rajas to action, and Tamas to ignorance."
14,10,"14.10 Now Sattva arises (prevails), O Arjuna, having overpowered Rajas and Tamas; nor Rajas, having overpowered Sattva and Tamas; and now Tamas, having overpowered Sattva and Rajas.","The three gunas (Sattva, Rajas, and Tamas) rise and fall in cycles of dominance."
14,11,"14.11 When through every gate (sense) in this body, the wisdom-light shines, then it may be known that Sattva is predominant.",Sattva dominates when wisdom and clarity shine through every sense.
14,12,"14.12 Greed, activity, the undertaking of actions, restlessness, longing  these arise when Rajas is predominant, O Arjuna.",Rajas is dominant when desires and restlessness take over.
14,13,"14.13 Darkness, inertness, heedlessness and delusion  these arise when Tamas is predominant, O Arjuna.",Tamas is dominant when darkness and confusion prevail.
14,14,"14.14 If the embodied one meets with death when Sattva is predominant, then he attains to the spotless worlds of the knowers of the Highest.","If one dies with Sattva dominant, they achieve a peaceful afterlife."
14,15,"14.15 Meeting death in Rajas, he is born among those who are attached to action; and dying in Tamas, he is born in the womb of the senseless.","Death in Rajas leads to rebirth among those driven by desire, while Tamas leads to rebirth in ignorance."
14,16,"14.16 The fruit of good action, they say, is Sattvic and pure, verily the fruit of Rajas is pain, and ignorance is the fruit of Tamas.","Good actions bring purity, but Rajasic actions bring pain, and Tamasic actions bring ignorance."
14,17,"14.17 From Sattva arises knowledge, and greed from Rajas; heedlessness and delusion arise from Tamas, and also ignorance.","Sattva brings knowledge, Rajas brings greed, and Tamas brings heedlessness and delusion."
14,18,"14.18 Those who are seated in Sattva go upwards; the Rajasic dwell in the middle; and the Tamasic, abiding in the function of the lowest Guna, go downwards.","Those with Sattva ascend, Rajas dwell in the middle, and Tamasic people go down."
14,19,"14.19 When the seer beholds no agent other than the Gunas and knows That which is higher than they, he attains to My Being.","Knowing the Gunas aren't the doer, but rather a higher reality, brings enlightenment."
14,20,"14.20 The embodied one having crossed beyond these three Gunas out of which the body is evolved, is freed from birth, death, decay and pain, and attains to immortality.","One freed from the Gunas is immortal, no longer bound by birth, death, and suffering."
14,21,"14.21 Arjuna said  What are the marks of him who has transcended the three alities, O Lord? What is his conduct and how does he go beyond these three alities?","Arjuna asks the Lord to describe someone who has transcended good, evil, and indifference."
14,22,"14.22 The Blessed Lord said  When light, activity and delusion are present, he hates them not, nor does he long for them when they are absent.","A person who is indifferent to light, activity, and delusion when present or absent."
14,23,"14.23 He who, seated like one unconcerned, is not moved by the alities, and who, knowing that the alities are active, is self-centred and moves not.","He sits unmoved, centered within, aware of external influences but unaffected by them."
14,24,"14.24 Who is the same in pleasure and pain, who dwells in the Self, to whom a clod of earth, stone and gold are alike, who is the same to the dear and the unfriendly, who is firm, and to whom censure and praise are as one.","Someone who is calm and steady regardless of pleasure or pain, and views all possessions and relationships equally."
14,25,"14.25 Who is the same in honour and dishonour, the same to friend and foe, abandoning all undertakings  he is said to have transcended the alities.",He remains neutral in success or failure and treats friends and enemies with equal indifference.
14,26,"14.26 And he who serves Me with unswerving devotion, he, crossing beyond the alities, is fit for becoming Brahman.",Those with unshakeable devotion to me can rise above all limitations and reach their true nature.
14,27,"14.27 For I am the abode of Brahman, the immortal and the immutable, of everlasting Dharma and of absolute bliss.","I'm the home of eternal Brahman, immortality, truth, and ultimate happiness."
15,1,"15.1 The Blessed Lord said  They (the wise) speak of the indestructible peepul tree having its root above and branches below, whose leaves are the metres or hymns: he who knows it is a knower of the Vedas.","Wise people describe an indestructible tree with its roots above and branches below, which is a metaphor for the Vedic knowledge."
15,2,"15.2 Below and above spread its branches, nourished by the Gunas; sense-objects are its buds; and below, in the world of men, stretch forth the roots, originating action.","The branches of this tree spread across all realms, nourished by nature's qualities, while sense objects are its flowers, and human actions are its roots."
15,3,"15.3 Its form is not perceived here as such, neither its end nor its origin, nor its foundation nor resting place: having cut asunder this firmly rooted peepul tree with the strong axe of non-attachment.",This tree cannot be identified or fully understood.
15,4,"15.4 Then That goal should be sought for, whither having gone none returns again. I seek refuge in that Primeval Purusha Whence streamed forth the ancient activity or energy.",The ultimate goal is to seek the primeval being from which all existence originated.
15,5,"15.5 Free from pride and delusion, victorious over the evil of attachment, dwelling constantly in the Self, their desires having completely turned away, freed from the pairs of opposites known as pleasure and pain, the undeluded reach the eternal goal.","To attain eternal freedom, one must be free from ego, desires, and duality, and constantly focus on the Self."
15,6,"15.6 Neither doth the sun illumine there nor the moon, nor the fire; having gone thither they return not; that is My supreme abode.","My supreme abode is inaccessible to the sun, moon, and fire, and from there, they never return."
15,7,"15.7 An eternal portion of Myself having become a living soul in the world of life, draws to (itself) the (five) senses with the mind for the sixth, abiding in Nature.",A part of me becomes a living soul in the world and attracts the senses with the mind.
15,8,"15.8 When the Lord (as the individual soul) obtains a body and when He leaves it, He takes these and goes (with them) as the wind takes the scents from their seats (flowers, etc.).",The individual soul takes the senses with it when it enters or leaves a body.
15,9,"15.9 Presiding over the ear, the eye, touch, taste and smell, as well as the mind, it enjoys the objects of the senses.",The individual soul presides over the senses and enjoys their experiences.
15,10,"15.10 The deluded do not see Him Who departs, stays and enjoys; but they who possess the eye of knowledge behold Him.","Only those with spiritual insight can see the individual soul entering, staying, and enjoying the world."
15,11,"15.11 The Yogins striving (for perfection) behold Him dwelling in the Self; but, the unrefined and unintelligent, even though striving, see Him not.","The yogis see God in themselves, but ordinary people can't."
15,12,"15.12 That light which residing in the sun illumines the whole world, that which is in the moon and in the fire  know that light to be Mine.","The source of the sun, moon and fire is God."
15,13,15.13 Permeating the earth I support all beings by (My) energy; and having become the watery moon I nourish all herbs.,God supports life by giving energy and nourish herbs with the moon's influence.
15,14,"15.14 Having become the fire Vaisvanara, I abide in the body of living beings and, associated with the Prana and the Apana, digest the fourfold food.",God resides in human bodies as the fire that digests food.
15,15,"15.15 And I am seated in the hearts of all; from Me are memory and knowledge, as well as their absence. I am verily That which has to be known by all the Vedas; I am indeed the author of the Vedanta and the knower of the Vedas am I.","God resides in people's hearts, grants knowledge, and knows everything, including what is forgotten."
15,16,"15.16 Two Purushas there are in this world, the perishable and the imperishable. All beings are 
the perishable and the Kutastha  the unchanging  is called the imperishable.",There are two kinds of beings: perishable and unchanging.
15,17,"15.17 But distinct is the Supreme Purusha called the highest Self, the indestructible Lord Who, pervading the three worlds, sustains them.","The Supreme Being is a distinct, indestructible, and omnipresent Lord."
15,18,"15.18 As I transcend the perishable and am even higher than the imperishable, I am declared to be the highest Purusha in the world and in the Vedas.",The speaker is higher than what was previously considered the highest Being.
15,19,"15.19 He who, undeluded, knows Me thus as the highest Purusha, he, knowing all, worships Me with his whole being (heart), O Arjuna.",To understand the speaker is the highest Being is to have true devotion.
15,20,"15.20 Thus, this most secret science has been taught by Me, O sinless one; on knowing this, a man becomes wise, and all his duties are accomplished, O Arjuna.",The 'secret science' has been taught to Arjuna.
16,1,"16.1 The Blessed Lord said  Fearlessness, purity of heart, steadfastness in knowledge and Yoga, almsgiving, control of the senses, sacrifice, study of scriptures, austerity and straightforwardness.","The keys to spiritual success are fearlessness, purity, and self-control."
16,2,"16.2 Harmlessness, truth, absence of anger, renunciation, peacefulness, absence of crookedness, compassion towards beings, non-covetousness, gentleness, modesty, absence of fickleness.","True spiritual nature means being harmless, truthful, and peaceful."
16,3,"16.3 Vigour, forgiveness, fortitude, purity, absence of hatred, absence of pride  these belong to the one born for a divine state, O Arjuna.","Divine people show strength, forgiveness, and purity of heart."
16,4,"16.4 Hypocrisy, arrogance and self-conceit, anger and also harshness and ignorance, belong to one who is born for a demoniacal state, O Partha (Arjuna).","Demoniacal people display hypocrisy, arrogance, and anger."
16,5,"16.5 The divine nature is deemed conducive to liberation, and the demoniacal to bondage. Grieve not, O Arjuna, thou art born with divine endowments.","Spiritual nature leads to freedom, while demoniacal nature leads to bondage."
16,6,"16.6 There are two types of beings in this world, the divine and the demoniacal; the divine has been described at length; hear from Me, O Arjuna, of the demoniacal.",There are two types of beings: divine and demoniacal.
16,7,"16.7 The demoniacal know not what to do and what to refrain from; neither purity, nor right conduct nor truth is found in them.",Demoniacal individuals lack moral direction and truth.
16,8,"16.8 They say, ""This universe is without truth, without (moral) basis, without a God, brought about by mutual union, with lust for its cause; what else?""",They believe the universe is meaningless and based on lust.
16,9,"16.9 Holding this view, these ruined souls of small intellect and fierce deeds, come forth as the enemies of the world for its destruction.","Such people become enemies of the world, fueling destruction."
16,10,"16.10 Filled with insatiable desires, full of hypocrisy, pride and arrogance, holding evil ideas through delusion, they work with impure resolves.","They're driven by insatiable desires, hypocrisy, and evil intentions."
16,11,"16.11 Giving themselves over to immeasurable cares ending only with death, regarding gratification of lust as their highest aim, and feeling sure that that is all.","People carelessly pursue pleasure until death, considering it their ultimate goal."
16,12,"16.12 Bound by a hundred ties of hope, given over to lust and anger, they strive to obtain by unlawful means hoards to wealth for sensual enjoyments.",Those bound by desires and anger struggle for riches through wrong means to indulge in sensual pleasures.
16,13,"16.13 ""This has been gained by me today; this desire of mine I shall fuffil; this is mine and this wealth also shall be mine in future.""",They think that whatever they have is theirs and they'll get even more in the future.
16,14,"16.14 ""That enemy has been slain by me; and others also I shall slay. I am the lord. I enjoy. I am perfect, powerful and happy.""","They claim to be superior and believe they've defeated their enemies, feel powerful, and are happy."
16,15,"16.15 ""I am rich and born in a noble family. Who else is equal to me? I shall perform sacrifices. I shall give (charity). I shall rejoice,"" thus deluded by ignorance.","They think they're wealthy, born into a superior family, and will continue to offer sacrifices and enjoy life, misled by ignorance."
16,16,"16.16 Bewildered by many a fancy, entangled in the snare of delusion, addicted to the gratification of lust, they fall into a foul hell.",People consumed by desires and delusions fall into a terrible life.
16,17,"16.17 Self-conceited, stubborn, filled with the pride and intoxication of wealth, they perform sacrifices in name out of ostentation, contrary to scriptural ordinances.",The arrogant and wealthy perform fake rituals just to show off.
16,18,"16.18 Given over to egoism, power, haughtiness, lust and anger, these malicious people hate Me in their own bodies and in those of others.",Those consumed by egoism and anger hate others and themselves.
16,19,"16.19 Those cruel haters, worst among men in the world, I hurl those evil-doers into the wombs of demons only.",I punish the worst people by sending them back to demonic lives.
16,20,"16.20 Entering into demoniacal wombs and deluded, birth after birth, not attaining Me, they thus fall, O Arjuna, into a condition still lower than that.","They are reborn in demonic bodies, stuck in a lower cycle, without ever finding peace."
16,21,"16.21 Triple is the gate of this hell, destructive of the self  lust, anger and greed; therefore one should abandon these three.","Abandoning lust, anger, and greed prevents self-destruction."
16,22,"16.22 A man who is liberated from these three gates to darkness, O Arjuna, practises what is good for him and thus goes to the Supreme Goal.","Those who overcome lust, anger, and greed achieve their goals and reach the ultimate destination."
16,23,"16.23 He who, having cast aside the ordinances of the scriptures, acts under the impulse of desire, attains not perfection, nor happiness nor the Supreme Goal.",Ignoring scripture and acting on desire only brings imperfection and unhappiness.
16,24,"16.24 Therefore, let the scripture be thy authority in determining what ought to be done and what ought not to be done. Having known what is said in the ordinance of the scriptures, thou shouldst act here in this world.","Use scripture as a guide to determine right and wrong, and act accordingly in the world."
17,1,"17.1 Arjuna said  Those who, setting aside the ordinances of the scriptures, perform sacrifice with faith, what is their condition, O Krishna? Is is Sattva, Rajas or Tamas?","Arjuna asks about people who perform sacrifices without following scriptures, and their nature."
17,2,"17.2 The Blessed Lord said  Threefold is the faith of the embodied, which is inherent in their nature  the Sattvic (pure), the Rajasic (passionate) and the Tamasic (dark). Do thou hear of it.","Faith comes in three forms: good, passionate, and dark, inherent in everyone's nature."
17,3,"17.3 The faith of each is in accordance with his nature, O Arjuna. The man consists of his faith; as a man's faith is, so is he.","A person's faith matches their nature, defining who they are."
17,4,17.4 The Sattvic or the pure men worship the gods; the Rajasic or the passionate worship the Yakshas and the Rakshasas; the others (the Tamasic or the deluded people) worship the ghosts and the hosts of the nature-spirits.,"People with good faith worship the gods, while those with passionate faith worship other spirits."
17,5,"17.5 Those men who practise terrific austerities not enjoined by the scriptures, given to hypocrisy and egoism, impelled by the force of lust and attachment.","Dark-hearted people do unscriptural, hypocritical, and cruel practices driven by lust and ego."
17,6,"17.6 Senseless, torturing all the elements in the body and Me also, Who dwell in the body,  know thou these to be of demonical resolves.","People with evil intentions cause harm to themselves and the body's elements and, by extension, harm to the soul within."
17,7,"17.7 The food also which is dear to each is threefold, as also sacrifice, austerity and almsgiving. Hear thou the distinction of these.","Food and activities (sacrifice, austerity, almsgiving) come in three types."
17,8,"17.8 The foods which increase life, purity, strength, health, joy and cheerfulness (good appetite), which are savoury and oleaginous, substantial and agreeable, are dear to the Sattvic (pure) people.",Foods that nourish and bring joy are favored by those with pure intentions.
17,9,"17.9 The foods that are bitter, sour, saline, excessively hot, pungent, dry and burning, are liked by the Rajasic and are productive of pain, grief and disease.","Those with a balance of passion enjoy bitter, sour, salty, hot, and pungent foods."
17,10,"17.10 That which is state, tasteless, putrid, rotten, refuse and impure, is the food liked by the Tamasic.","People consumed by darkness prefer spoiled, putrid, or rotten foods."
17,11,"17.11 That sacrifice which is offered by men without desire for reward as enjoined by the ordinance (scripture), with a firm faith that to do so is a duty, is Sattvic or pure.","Offer sacrifices without expecting rewards, following scripture."
17,12,"17.12 The sacrifice which is offered, O Arjuna, seeking a reward and for ostentation, know thou that to be a Rajasic Yajna.","Seeking rewards, performing sacrifices is considered wrong."
17,13,"17.13 They declare that sacrifice to be Tamasic which is contrary to the ordinances of the scriptures, in which no food is distributed, which is devoid of Mantras, gifts and faith.",Sacrifices that go against scripture have no purpose.
17,14,"17.14 Worship of the gods, the twice-born, the teachers and the wise, purity, straightforwardness, celibacy and non-injury are called the austerities of the body.",Practicing good behaviors like kindness and honesty is a form of self-discipline.
17,15,"17.15 Speech which causes no excitement, truthful, pleasant and beneficial, the practice of the study of the Vedas, are called austerity of speech.","Using words to help others, telling the truth, is self-discipline through speech."
17,16,"17.16 Serenity of mind, good-heartedness, self-control, purity of nature  this is called mental austerity.",Mental self-control and a pure heart are called mental austerity.
17,17,"17.17 This threefold austerity, practised by steadfast men, with the utmost faith, desiring no reward, they call Sattvic.",Austerity done with faith and no expectation of reward is called Sattvic.
17,18,"17.18 The austerity which is practised with the object of gaining good reception, honour and worship, and with hypocrisy, is here said to be Rajasic, unstable and transitory.",Austerity done for personal gain and hypocrisy is said to be unstable and transitory.
17,19,"17.19 That austerity which is practised out of a foolish notion, with self-torture, or for the purpose of destroying another, is declared to be Tamasic.",Austerity done out of foolishness or harm to others is called Tamasic.
17,20,"17.20 That gift which is given to one who does nothing in return, knowing it to be a duty to give in a fit place and time to a worthy person, that gift is held to be Sattvic.",Giving to those who do nothing in return is a Sattvic act when done with duty and at the right time.
17,21,"17.21 And, that gift which is given with a view to receive something in return, or looking for a reward, or reluctantly, is held to be Rajasic.",Giving with expectations or motives is Rajasic.
17,22,"17.22 The gift that is given at a wrong place and time, to unworthy persons, without respect or with insult is declared to be Tamasic.",Giving at the wrong time and to unworthy people is Tamasic.
17,23,"17.23 ""Om Tat Sat"": This has been declared to be the triple designation of Brahman. By that were created formerly, the Brahmanas, the Vedas and the sacrifices.","'OM Tat Sat' is the designation of Brahman, used to create sacred people and things."
17,24,"17.24 Therefore, with the utterance of ""Om"" are the acts of sacrifice, gift and austerity as enjoined in the scriptures, always begun by the students of Brahman.",The students of Brahman start their actions by saying 'OM'.
17,25,"17.25 Uttering ï1Tatï1, without aiming at the fruits, are the acts of sacrifice and austerity and the various acts of gifts performed by the seekers of liberation.",Performing acts without expecting rewards is key to seekers of liberation.
17,26,"17.26 The word ï1Satï1 is used in the sense of reality and of goodness; and so also, O Arjuna, the word ï1Satï1 is used in the sense of an auspicious act.","The word Sat is used to describe reality, goodness, or a positive action."
17,27,"17.27 Steadfastness in sacrifice, austerity and gift, is also called 'Sat' and also action in connection with these (or for the sake of the Supreme) is called 'Sat'.","Pursuing a virtuous life through self-discipline, charity, and service is called Sat."
17,28,"17.28 Whatever is sacrificed, given or performed, and whatever austerity is practised without faith, it is called 'Asat', O Arjuna; it is naught here or hereafter (after death).",Any action done without faith is worthless and leads to nothing in this or the next life.
18,1,"18.1 Arjuna said  I desire to know severally, O mighty-armed, the essence or truth of renunciation, O Hrishikesa, as also of abandonment, O slayer of Kesi.",Arjuna asks Krishna for explanations on the meaning of renunciation and abandonments.
18,2,18.2 The Blessed Lord said  The sages understand Sannyasa to be the renunciation of action with desire; the wise declare the abandonment of the fruits of all actions as Tyaga.,Sages define renunciation as doing actions without personal desire.
18,3,"18.3 Some philosophers declare that actions should be abandoned as an evil; while others (declare) that acts of sacrifice, gift and austerity should not be relinished.","Some philosophers think all actions are bad, while others think sacrifice, gift-giving, and austerities are good."
18,4,"18.4 Hear from Me the conclusion or the final truth about this abandonment, O best of the Bharatas; abandonment, verily, O best of men, has been declared to be of three kinds.","Krishna will explain the final truth about abandonment, which comes in three forms."
18,5,"18.5 Acts of sacrifice, gift and austerity should not be abandoned, but should be performed; sacrifice, gift and also austerity are the purifiers of the wise.","Sacrifice, gift-giving, and austerities are good acts that purify those who practice them."
18,6,"18.6 But even these actions should be performed leaving aside attachment and the desire for rewards, O Arjuna; this is My certain and best conviction.","Perform actions without attachment and expecting a reward, as it's the best way to achieve."
18,7,18.7 Verily the renunciation of obligatory action is not proper; the abandonment of the same from delusion is declared to be Tamasic.,"Not abandoning duties is the correct path, not being deluded by attachments."
18,8,"18.8 He who abandons action on account of the fear of bodily trouble (because it is painful), does not obtain the merit of renunciation by doing such Rajasic renunciation.",Abandoning work due to fear of trouble doesn't bring true renunciation.
18,9,"18.9 Whatever obligatory action is done, O Arjuna, merely because it ought to be done, abandoning attachment and also the desire for reward, that renunciation is regarded as Sattvic (pure).","Do your duties without attachment or expectation of a reward, and that is true renunciation."
18,10,"18.10 The man of renunciation, pervaded by purity, intelligent, and with his doubts cut asunder, does not hate a disagreeable work nor is he attached to an agreeable one.","A person who renounces with purity of heart, intelligence, and a clear conscience, doesn't hate unpleasant tasks nor is attached to pleasant ones."
